2022-05-11 09:50:42.718278,6721,56,6777
2022-05-11 09:50:43.732983,3839,37,3876
2022-05-11 09:50:44.739958,1862,102,1964
2022-05-11 09:50:45.744704,1105,9,1114
2022-05-11 09:50:46.754045,3503,54,3557
2022-05-11 09:50:47.752035,7767,117,7884
2022-05-11 09:50:48.771527,2539,61,2600
2022-05-11 09:50:49.765663,8979,122,9101
2022-05-11 09:50:50.780666,8482,35,8517
2022-05-11 09:50:51.786432,4831,50,4881
2022-05-11 09:50:52.789058,7117,89,7206
2022-05-11 09:50:53.794327,4659,2,4661
2022-05-11 09:50:54.794406,1149,101,1250
2022-05-11 09:50:55.810162,2826,43,2869
2022-05-11 09:50:56.819594,646,139,785
2022-05-11 09:50:57.826541,8794,20,8814
2022-05-11 09:50:58.826921,2677,47,2724
2022-05-11 09:50:59.832716,7437,43,7480
2022-05-11 09:51:00.843209,6634,81,6715
2022-05-11 09:51:01.846333,883,60,943
2022-05-11 09:51:02.858714,1663,17,1680
2022-05-11 09:51:03.859965,4388,137,4525
2022-05-11 09:51:04.863433,4557,103,4660
2022-05-11 09:51:05.876910,5552,6,5558
2022-05-11 09:51:06.884917,7786,105,7891
2022-05-11 09:51:07.894025,6294,101,6395
2022-05-11 09:51:08.903463,4963,89,5052
2022-05-11 09:51:09.907520,3564,75,3639
2022-05-11 09:51:10.917628,983,132,1115
2022-05-11 09:51:11.918236,5887,116,6003
2022-05-11 09:51:12.932500,8427,1,8428
2022-05-11 09:51:13.927169,6453,57,6510
2022-05-11 09:51:14.938905,4578,99,4677
2022-05-11 09:51:15.944707,6383,31,6414
2022-05-11 09:51:16.948641,3397,29,3426
2022-05-11 09:51:17.956211,5262,58,5320
2022-05-11 09:51:18.965958,5617,103,5720
2022-05-11 09:51:19.965928,686,109,795
2022-05-11 09:51:20.980367,2220,105,2325
2022-05-11 09:51:21.989146,2314,87,2401
2022-05-11 09:51:22.997867,8415,108,8523
2022-05-11 09:51:24.001684,8002,23,8025
2022-05-11 09:51:25.008421,3339,21,3360
2022-05-11 09:51:26.012241,833,106,939
2022-05-11 09:51:27.014530,8159,128,8287
2022-05-11 09:51:28.028133,1027,2,1029
2022-05-11 09:51:29.020837,8959,32,8991
2022-05-11 09:51:30.038411,1814,44,1858
2022-05-11 09:51:31.044929,4676,142,4818
2022-05-11 09:51:32.049892,6476,39,6515
2022-05-11 09:51:33.058550,5581,31,5612
2022-05-11 09:51:34.062190,4534,119,4653
2022-05-11 09:51:35.075256,8423,24,8447
2022-05-11 09:51:36.083449,542,7,549
2022-05-11 09:51:37.090448,2443,19,2462
2022-05-11 09:51:38.099925,5133,24,5157
2022-05-11 09:51:39.100639,1063,23,1086
2022-05-11 09:51:40.105505,5718,120,5838
2022-05-11 09:51:41.104637,6064,107,6171
2022-05-11 09:51:42.118973,480,74,554
2022-05-11 09:51:43.128102,409,94,503
2022-05-11 09:51:44.137839,6363,87,6450
2022-05-11 09:51:45.175194,8452,77,8529
2022-05-11 09:51:46.157942,5980,118,6098
2022-05-11 09:51:47.169666,7924,70,7994
2022-05-11 09:51:48.176219,4084,113,4197
2022-05-11 09:51:49.182264,4106,34,4140
2022-05-11 09:51:50.191374,2337,35,2372
2022-05-11 09:51:51.198405,6650,82,6732
2022-05-11 09:51:52.203916,5223,145,5368
2022-05-11 09:51:53.212382,4777,90,4867
2022-05-11 09:51:54.224232,7251,127,7378
2022-05-11 09:51:55.233925,2741,75,2816
2022-05-11 09:51:56.237174,2432,79,2511
2022-05-11 09:51:57.246912,7079,29,7108
2022-05-11 09:51:58.250286,7812,143,7955
2022-05-11 09:51:59.258496,1195,130,1325
2022-05-11 09:52:00.263600,4668,22,4690
2022-05-11 09:52:01.270836,5713,113,5826
2022-05-11 09:52:02.280362,2815,136,2951
2022-05-11 09:52:03.281635,216,123,339
2022-05-11 09:52:04.290451,1087,17,1104
2022-05-11 09:52:05.294295,5598,97,5695
2022-05-11 09:52:06.300828,801,113,914
2022-05-11 09:52:07.303930,3975,68,4043
2022-05-11 09:52:08.313923,1557,86,1643
2022-05-11 09:52:09.318166,5192,136,5328
2022-05-11 09:52:10.323946,2769,103,2872
2022-05-11 09:52:11.328712,3356,72,3428
2022-05-11 09:52:12.333983,6650,102,6752
2022-05-11 09:52:13.344194,6180,134,6314
2022-05-11 09:52:14.352109,1852,138,1990
2022-05-11 09:52:15.358187,2681,109,2790
2022-05-11 09:52:16.365649,1711,35,1746
2022-05-11 09:52:17.371239,8862,118,8980
2022-05-11 09:52:18.378693,4338,87,4425
2022-05-11 09:52:19.383901,3581,127,3708
2022-05-11 09:52:20.390108,684,109,793
2022-05-11 09:52:21.396754,5646,95,5741
2022-05-11 09:52:22.402918,2997,88,3085
2022-05-11 09:52:23.406482,338,125,463
2022-05-11 09:52:24.412475,6046,3,6049
2022-05-11 09:52:25.421856,518,147,665
2022-05-11 09:52:26.428537,2640,65,2705
2022-05-11 09:52:27.435680,8311,125,8436
2022-05-11 09:52:28.439387,1790,122,1912
2022-05-11 09:52:29.433886,3865,112,3977
2022-05-11 09:52:30.446362,4625,85,4710
2022-05-11 09:52:31.458446,7936,8,7944
2022-05-11 09:52:32.464660,2762,22,2784
2022-05-11 09:52:33.478314,6314,24,6338
2022-05-11 09:52:34.475693,2234,104,2338
2022-05-11 09:52:35.491578,6389,45,6434
2022-05-11 09:52:36.501283,751,28,779
2022-05-11 09:52:37.507200,2401,13,2414
2022-05-11 09:52:38.514477,2414,2,2416
2022-05-11 09:52:39.521449,6721,42,6763
2022-05-11 09:52:40.521468,8163,136,8299
2022-05-11 09:52:41.531113,2716,89,2805
2022-05-11 09:52:42.536022,8076,82,8158
2022-05-11 09:52:43.548578,6666,16,6682
2022-05-11 09:52:44.552747,6007,51,6058
2022-05-11 09:52:45.558377,748,56,804
2022-05-11 09:52:46.572355,3483,82,3565
2022-05-11 09:52:47.576371,6676,99,6775
2022-05-11 09:52:48.585100,8776,94,8870
2022-05-11 09:52:49.591299,5351,80,5431
2022-05-11 09:52:50.597715,2941,120,3061
2022-05-11 09:52:51.605131,6968,146,7114
2022-05-11 09:52:52.612735,3248,118,3366
2022-05-11 09:52:53.618254,6593,126,6719
2022-05-11 09:52:54.630431,5538,107,5645
2022-05-11 09:52:55.638509,5828,148,5976
2022-05-11 09:52:56.650683,6344,102,6446
2022-05-11 09:52:57.657951,3276,87,3363
2022-05-11 09:52:58.666638,6092,77,6169
2022-05-11 09:52:59.673548,2504,25,2529
2022-05-11 09:53:00.668934,2301,70,2371
2022-05-11 09:53:01.686258,267,115,382
2022-05-11 09:53:02.697169,6833,43,6876
2022-05-11 09:53:03.708024,6779,147,6926
2022-05-11 09:53:04.714970,3930,105,4035
2022-05-11 09:53:05.713067,7624,20,7644
2022-05-11 09:53:06.729302,717,117,834
2022-05-11 09:53:07.737124,2928,16,2944
2022-05-11 09:53:08.744531,2200,39,2239
2022-05-11 09:53:09.748294,8443,71,8514
2022-05-11 09:53:10.750966,2797,1,2798
2022-05-11 09:53:11.755137,525,52,577
2022-05-11 09:53:12.765226,2566,13,2579
2022-05-11 09:53:13.775718,7231,80,7311
2022-05-11 09:53:14.784197,6270,55,6325
2022-05-11 09:53:15.779134,5999,24,6023
2022-05-11 09:53:16.796791,4654,23,4677
2022-05-11 09:53:17.805654,3034,104,3138
2022-05-11 09:53:18.815681,6731,93,6824
2022-05-11 09:53:19.825726,4754,79,4833
2022-05-11 09:53:20.829554,7766,118,7884
2022-05-11 09:53:21.836202,611,112,723
2022-05-11 09:53:22.842333,3309,3,3312
2022-05-11 09:53:23.846591,4922,99,5021
2022-05-11 09:53:24.850564,4325,8,4333
2022-05-11 09:53:25.846555,1268,135,1403
2022-05-11 09:53:26.854066,7492,38,7530
2022-05-11 09:53:27.863649,4230,13,4243
2022-05-11 09:53:28.870994,3676,26,3702
2022-05-11 09:53:29.875336,1896,62,1958
2022-05-11 09:53:30.878458,7382,10,7392
2022-05-11 09:53:31.883826,5015,115,5130
2022-05-11 09:53:32.892227,8283,62,8345
2022-05-11 09:53:33.895760,28,45,73
2022-05-11 09:53:34.900806,4070,58,4128
2022-05-11 09:53:35.909242,6559,54,6613
2022-05-11 09:53:36.915753,1485,144,1629
2022-05-11 09:53:37.919834,5021,130,5151
2022-05-11 09:53:38.929090,7830,85,7915
2022-05-11 09:53:39.932318,4776,91,4867
2022-05-11 09:53:40.943115,5630,78,5708
